Cust_Id,Location,Age,Car Ownership,Income,Home Type,Job Experience,Loan Purpose,Loan Grade,Loan Balance,Interest Rate,loan_status,Default History,Credit History
26323,Delhi,28,0,7500000,OWN,7,HOMEIMPROVEMENT,C,1500000,12.68,0,Y,6
26324,Hyderabad,28,0,6375000,RENT,6,PERSONAL,C,1050000,14.65,0,Y,9
26325,Delhi,29,1,6375000,RENT,3,DEBTCONSOLIDATION,A,1050000,5.42,0,N,5
26326,Chennai,27,0,7500000,MORTGAGE,11,PERSONAL,F,675000,18.25,0,Y,6
26327,Chennai,30,1,6399900,RENT,3,VENTURE,C,1050000,14.22,0,N,7
26328,Chennai,33,1,2325000,OWN,0,VENTURE,A,187500,8.38,0,N,9
26329,Hyderabad,27,0,7500000,MORTGAGE,2,MEDICAL,A,1200000,6.54,0,N,5
26330,Kolkata,35,1,2325000,OWN,0,MEDICAL,C,320625,10.28,0,N,7
26331,Chennai,27,1,7500000,MORTGAGE,0,PERSONAL,A,493125,5.79,0,N,6
26332,Delhi,28,1,7500000,MORTGAGE,0,EDUCATION,A,296250,,0,N,5
26333,Hyderabad,31,0,7500000,MORTGAGE,6,HOMEIMPROVEMENT,C,975000,12.61,0,N,7
26334,Bangalore,29,0,7500000,MORTGAGE,3,DEBTCONSOLIDATION,A,360000,5.79,0,N,9
26335,Pune,35,1,6975000,RENT,12,VENTURE,C,1050000,13.16,0,N,6
26336,Chennai,30,0,7500000,MORTGAGE,13,PERSONAL,A,750000,6.17,0,N,9
26337,Hyderabad,29,1,7500000,MORTGAGE,13,MEDICAL,A,1500000,6.54,0,N,5
26338,Chennai,27,1,7500000,MORTGAGE,1,HOMEIMPROVEMENT,A,1500000,6.17,0,N,7
26339,Kolkata,34,1,7500000,MORTGAGE,8,HOMEIMPROVEMENT,A,1125000,6.17,0,N,10
26340,Pune,28,0,7500000,MORTGAGE,12,PERSONAL,A,750000,5.42,0,N,8
26341,Chennai,30,0,7500000,MORTGAGE,0,HOMEIMPROVEMENT,A,270000,,0,N,10
26342,Hyderabad,29,1,7500000,MORTGAGE,1,DEBTCONSOLIDATION,A,900000,6.91,0,N,10
26343,Delhi,28,1,7500000,MORTGAGE,3,MEDICAL,C,600000,13.98,0,Y,6
26344,Delhi,28,0,7500000,OWN,5,VENTURE,C,825000,13.61,0,Y,8
26345,Bangalore,30,0,7500000,MORTGAGE,14,EDUCATION,A,975000,7.88,0,N,9
26346,Bangalore,27,0,7500000,RENT,7,MEDICAL,B,1050000,10.62,0,N,8
26347,Hyderabad,33,1,7767000,RENT,5,EDUCATION,E,1050000,17.56,0,N,5
26348,Hyderabad,30,1,7500000,MORTGAGE,4,HOMEIMPROVEMENT,A,150000,,0,N,5
26349,Delhi,30,1,7875000,RENT,3,DEBTCONSOLIDATION,B,1050000,11.49,0,N,6
26350,Kolkata,29,1,7500000,MORTGAGE,9,VENTURE,C,1875000,13.23,0,Y,8
26351,Hyderabad,27,0,7500000,MORTGAGE,4,EDUCATION,F,1537500,18.67,0,N,7
26352,Pune,33,0,7500000,MORTGAGE,12,VENTURE,B,600000,11.86,0,N,7
26353,Chennai,29,0,7500000,MORTGAGE,3,PERSONAL,D,975000,15.33,0,N,6
26354,Kolkata,35,1,8625000,RENT,2,EDUCATION,A,1050000,,0,N,9
26355,Chennai,32,1,7500000,MORTGAGE,4,PERSONAL,A,450000,7.14,0,N,10
26356,Chennai,33,0,6600000,MORTGAGE,17,DEBTCONSOLIDATION,C,1500000,13.48,1,Y,10
26357,Chennai,31,0,7500000,MORTGAGE,5,DEBTCONSOLIDATION,A,825000,7.51,0,N,5
26358,Kolkata,29,1,6600000,MORTGAGE,6,DEBTCONSOLIDATION,E,1200000,16.45,1,N,8
26359,Hyderabad,30,0,8280000,RENT,1,VENTURE,D,1050000,16.89,1,N,6
26360,Bangalore,29,0,9375000,RENT,2,DEBTCONSOLIDATION,A,1050000,9.63,0,N,6
26361,Mumbai,33,0,7500000,MORTGAGE,0,DEBTCONSOLIDATION,B,1800000,10.25,0,N,6
26362,Chennai,34,1,7500000,MORTGAGE,11,MEDICAL,C,1350000,,0,Y,6
26363,Chennai,28,1,7500000,MORTGAGE,13,HOMEIMPROVEMENT,A,900000,7.88,0,N,8
26364,Hyderabad,29,1,7500000,MORTGAGE,8,HOMEIMPROVEMENT,B,525000,9.88,0,N,10
26365,Hyderabad,30,0,7500000,MORTGAGE,7,PERSONAL,A,75000,6.76,0,N,6
26366,Mumbai,31,0,7500000,MORTGAGE,0,VENTURE,C,1500000,13.48,0,Y,6
26367,Hyderabad,28,1,7500000,MORTGAGE,13,VENTURE,A,975000,8.59,0,N,5
26368,Chennai,28,1,7500000,OWN,7,MEDICAL,C,1350000,13.92,0,Y,9
26369,Pune,35,1,10350000,RENT,2,PERSONAL,A,1050000,7.9,1,N,8
26370,Pune,33,0,7500000,OWN,3,MEDICAL,B,1875000,12.18,0,N,10
26371,Hyderabad,30,1,7500000,MORTGAGE,14,MEDICAL,B,1125000,11.14,0,N,9
26372,Pune,29,1,7500000,OWN,0,VENTURE,B,1185000,11.14,0,N,6
26373,Mumbai,28,0,7500000,MORTGAGE,6,MEDICAL,B,1800000,11.48,0,N,9
26374,Chennai,29,0,7500000,MORTGAGE,4,VENTURE,C,1500000,13.57,0,Y,9
26375,Hyderabad,35,1,7500000,OWN,9,VENTURE,A,750000,8.59,0,N,7
26376,Mumbai,28,0,7500000,MORTGAGE,3,VENTURE,B,397500,11.14,0,N,5
26377,Bangalore,32,0,3600000,RENT,3,EDUCATION,C,1057500,13.49,0,N,5
26378,Delhi,28,0,7500000,MORTGAGE,4,VENTURE,B,1500000,11.48,0,N,5
26379,Bangalore,30,0,6240225,RENT,6,MEDICAL,A,1057500,6.03,0,N,8
26380,Mumbai,35,0,2250000,RENT,4,MEDICAL,C,1059375,12.99,1,Y,10
26381,Bangalore,29,1,7500000,MORTGAGE,2,HOMEIMPROVEMENT,D,1500000,14.61,0,Y,10
26382,Hyderabad,32,0,7500000,MORTGAGE,4,EDUCATION,A,337500,,0,N,5
26383,Bangalore,28,1,2250000,RENT,0,DEBTCONSOLIDATION,D,1059375,14.74,1,N,10
26384,Delhi,27,1,2392275,RENT,8,MEDICAL,C,1059375,12.68,1,N,10
26385,Hyderabad,28,1,7500000,MORTGAGE,3,EDUCATION,C,750000,12.84,0,Y,5
26386,Kolkata,31,0,7500000,MORTGAGE,0,HOMEIMPROVEMENT,A,1125000,9.63,0,N,7
26387,Chennai,35,0,6600000,MORTGAGE,4,PERSONAL,D,750000,14.11,1,Y,6
26388,Mumbai,27,1,7500000,MORTGAGE,0,VENTURE,C,1200000,,0,Y,6
26389,Chennai,33,1,2610000,RENT,17,HOMEIMPROVEMENT,B,1059375,10.37,1,N,8
26390,Pune,30,0,2737500,RENT,5,EDUCATION,A,1059375,8.9,1,N,7
26391,Bangalore,27,1,7500000,MORTGAGE,2,MEDICAL,A,150000,8,0,N,5
26392,Chennai,28,0,7500000,MORTGAGE,2,PERSONAL,A,1012500,9.38,0,N,9
26393,Delhi,27,1,7500000,MORTGAGE,2,MEDICAL,C,750000,12.09,0,Y,9
26394,Kolkata,27,0,2925000,RENT,5,EDUCATION,A,1059375,8.49,1,N,5
26395,Hyderabad,33,0,7500000,MORTGAGE,2,VENTURE,C,525000,,0,N,6
26396,Kolkata,30,1,7500000,MORTGAGE,5,PERSONAL,C,562500,11.59,0,Y,6
26397,Bangalore,31,1,7500000,MORTGAGE,8,VENTURE,B,525000,10.08,0,N,10
26398,Hyderabad,28,1,3480000,RENT,6,DEBTCONSOLIDATION,C,1059375,,0,N,5
26399,Hyderabad,33,1,7500000,MORTGAGE,1,HOMEIMPROVEMENT,B,1875000,10.39,0,N,8
26400,Bangalore,29,0,3000000,RENT,3,MEDICAL,B,1061250,12.69,1,N,7
26401,Chennai,35,0,7500000,MORTGAGE,13,EDUCATION,F,900000,15.76,0,N,6
26402,Delhi,34,1,2250000,OWN,3,HOMEIMPROVEMENT,C,665625,14.27,0,Y,8
26403,Kolkata,29,1,7500000,MORTGAGE,7,MEDICAL,C,1125000,12.04,0,N,5
26404,Mumbai,27,0,7500000,MORTGAGE,10,MEDICAL,B,900000,9.96,0,N,10
26405,Chennai,27,0,7500000,MORTGAGE,0,HOMEIMPROVEMENT,A,375000,8.07,0,N,10
26406,Kolkata,33,1,6622200,MORTGAGE,0,DEBTCONSOLIDATION,E,1125000,15.88,1,N,8
26407,Pune,32,1,2250000,RENT,5,EDUCATION,C,1072500,13.49,1,N,8
26408,Bangalore,27,0,2250000,RENT,0,MEDICAL,B,1072500,10.39,1,N,6
26409,Bangalore,27,0,7537500,MORTGAGE,11,EDUCATION,C,1125000,14.65,0,N,6
26410,Kolkata,30,0,2385000,RENT,2,VENTURE,B,1080000,10.75,1,N,7
26411,Hyderabad,35,1,7544700,MORTGAGE,2,PERSONAL,B,1875000,10.59,0,N,8
26412,Bangalore,30,1,7560000,MORTGAGE,5,VENTURE,B,1650000,12.42,0,N,7
26413,Bangalore,29,1,2700000,RENT,0,MEDICAL,B,1080000,10.62,1,N,6
26414,Pune,35,1,7563225,MORTGAGE,6,MEDICAL,C,210000,12.87,0,N,5
26415,Pune,27,1,6672750,MORTGAGE,5,DEBTCONSOLIDATION,B,1500000,11.99,1,N,6
26416,Mumbai,28,1,7575000,MORTGAGE,4,EDUCATION,B,375000,9.91,0,N,5
26417,Bangalore,32,0,7575000,MORTGAGE,12,DEBTCONSOLIDATION,B,600000,11.49,0,N,5
26418,Mumbai,32,1,7575000,MORTGAGE,5,EDUCATION,C,253125,14.79,0,N,8
26419,Hyderabad,33,0,7575000,MORTGAGE,8,HOMEIMPROVEMENT,A,375000,7.49,0,N,7
26420,Pune,31,1,7575000,MORTGAGE,5,EDUCATION,A,1350000,8.49,0,N,6
26421,Bangalore,31,1,2850000,RENT,15,VENTURE,A,1080000,8.94,1,N,7
26422,Mumbai,29,1,7575000,OWN,6,HOMEIMPROVEMENT,B,900000,12.18,0,N,8
26423,Kolkata,30,1,3225000,RENT,2,DEBTCONSOLIDATION,A,1080000,6.99,1,N,10
26424,Delhi,32,1,2250000,OWN,10,HOMEIMPROVEMENT,A,1340625,6.99,0,N,5
26425,Delhi,28,0,7575000,MORTGAGE,8,MEDICAL,A,1125000,8.94,0,N,9
26426,Chennai,27,0,7575000,MORTGAGE,1,PERSONAL,D,1500000,,0,N,8
26427,Delhi,31,0,7575000,MORTGAGE,6,PERSONAL,A,900000,9.63,0,N,7
26428,Mumbai,28,1,7575000,MORTGAGE,7,PERSONAL,A,450000,8.32,0,N,9
26429,Chennai,27,0,7575300,MORTGAGE,2,MEDICAL,A,826875,7.9,0,N,5
26430,Chennai,27,1,7575300,MORTGAGE,3,MEDICAL,B,900000,,0,N,9
26431,Kolkata,31,0,7575300,MORTGAGE,3,DEBTCONSOLIDATION,C,1275000,,0,N,8
26432,Mumbai,29,0,2250000,OWN,0,VENTURE,A,300000,7.49,0,N,5
26433,Delhi,27,1,5692875,OWN,0,MEDICAL,F,1350000,17.26,1,N,8
26434,Kolkata,35,0,7605000,MORTGAGE,11,HOMEIMPROVEMENT,A,337500,9.32,0,N,5
26435,Kolkata,31,1,7606200,MORTGAGE,9,HOMEIMPROVEMENT,C,1125000,12.87,0,Y,8
26436,Mumbai,29,0,3337500,RENT,3,VENTURE,C,1080000,13.61,1,Y,10
26437,Hyderabad,29,1,3375000,RENT,14,PERSONAL,A,1080000,7.29,1,N,9
26438,Pune,30,0,6750000,MORTGAGE,7,DEBTCONSOLIDATION,A,360000,8.9,1,N,5
26439,Chennai,30,0,7650000,MORTGAGE,8,HOMEIMPROVEMENT,D,1125000,15.62,0,Y,8
26440,Delhi,33,1,7650000,MORTGAGE,6,EDUCATION,C,652500,12.99,0,Y,9
26441,Mumbai,27,1,7650000,MORTGAGE,1,PERSONAL,B,1200000,11.99,0,N,5
26442,Chennai,28,1,7650000,MORTGAGE,0,PERSONAL,A,750000,5.99,0,N,10
26443,Chennai,27,0,7650000,MORTGAGE,9,PERSONAL,A,450000,7.49,0,N,9
26444,Bangalore,33,1,4350000,RENT,0,VENTURE,B,1080000,9.91,0,N,5
26445,Pune,33,0,7650000,MORTGAGE,17,VENTURE,E,2625000,,0,Y,8
26446,Kolkata,30,1,7650000,MORTGAGE,4,EDUCATION,A,918750,7.66,0,N,8
26447,Mumbai,31,0,7650000,MORTGAGE,5,EDUCATION,A,300000,7.88,0,N,10
26448,Mumbai,29,0,7650000,MORTGAGE,13,MEDICAL,A,450000,7.88,0,N,9
26449,Pune,31,0,7650000,MORTGAGE,1,HOMEIMPROVEMENT,C,1080000,,0,N,6
26450,Mumbai,28,1,4875000,RENT,7,MEDICAL,B,1080000,11.14,0,N,5
26451,Hyderabad,28,1,7650000,MORTGAGE,2,VENTURE,B,750000,12.18,0,N,7
26452,Delhi,34,1,5100000,RENT,5,HOMEIMPROVEMENT,A,1080000,8.59,0,N,5
26453,Pune,27,0,7650000,MORTGAGE,2,DEBTCONSOLIDATION,B,540000,11.26,0,N,8
26454,Chennai,27,1,7650000,MORTGAGE,1,HOMEIMPROVEMENT,C,1125000,12.84,0,N,7
26455,Kolkata,27,0,7650000,MORTGAGE,6,VENTURE,A,750000,9.63,0,N,9
26456,Kolkata,29,1,7650000,OWN,10,MEDICAL,B,1350000,9.33,0,N,7
26457,Mumbai,28,1,7654350,MORTGAGE,13,EDUCATION,C,1125000,13.92,0,Y,8
26458,Kolkata,33,1,7677600,MORTGAGE,6,HOMEIMPROVEMENT,B,825000,11.14,0,N,8
26459,Delhi,28,1,5512500,RENT,0,HOMEIMPROVEMENT,C,1080000,12.98,0,Y,6
26460,Hyderabad,27,0,7680000,MORTGAGE,2,EDUCATION,D,1875000,15.57,0,N,10
26461,Kolkata,30,1,7686675,MORTGAGE,14,PERSONAL,B,1875000,12.18,0,N,7
26462,Chennai,27,0,7687500,MORTGAGE,3,HOMEIMPROVEMENT,B,600000,10.59,0,N,6
26463,Kolkata,27,1,7687500,MORTGAGE,0,DEBTCONSOLIDATION,B,675000,11.49,0,N,6
26464,Chennai,28,1,7687500,MORTGAGE,12,MEDICAL,A,450000,5.79,0,N,8
26465,Mumbai,30,0,7690500,MORTGAGE,6,HOMEIMPROVEMENT,A,112500,7.9,0,N,5
26466,Pune,27,1,5625000,RENT,1,EDUCATION,B,1080000,11.36,0,N,7
26467,Mumbai,31,0,7700400,OWN,,EDUCATION,A,750000,7.9,0,N,10
26468,Chennai,33,1,7724700,MORTGAGE,4,EDUCATION,A,450000,,0,N,8
26469,Bangalore,31,1,7725000,MORTGAGE,8,DEBTCONSOLIDATION,B,1050000,9.91,0,N,7
26470,Bangalore,33,1,7725000,MORTGAGE,5,EDUCATION,A,1800000,7.49,0,N,10
26471,Pune,32,0,7725000,MORTGAGE,3,MEDICAL,A,450000,7.49,0,N,8
26472,Kolkata,30,0,7725000,MORTGAGE,14,PERSONAL,A,480000,7.49,0,N,9
26473,Delhi,28,1,7725000,MORTGAGE,2,EDUCATION,A,375000,5.42,0,N,5
26474,Delhi,34,1,7725000,MORTGAGE,5,VENTURE,A,264375,5.42,0,N,8
26475,Kolkata,29,1,7725000,MORTGAGE,13,MEDICAL,A,337500,7.29,0,N,6
26476,Pune,27,0,7725000,MORTGAGE,8,MEDICAL,A,660000,7.29,0,N,8
26477,Kolkata,28,1,7725000,MORTGAGE,4,VENTURE,A,750000,7.51,0,N,10
26478,Chennai,30,0,5986500,RENT,4,EDUCATION,C,1080000,13.49,0,N,6
26479,Chennai,34,0,7725000,MORTGAGE,5,VENTURE,B,1200000,10.62,0,N,7
26480,Kolkata,32,0,6300000,RENT,,PERSONAL,B,1080000,11.99,0,N,6
26481,Delhi,31,0,7725000,MORTGAGE,3,VENTURE,B,1125000,,0,N,6
26482,Kolkata,29,0,7731675,MORTGAGE,2,EDUCATION,A,525000,,0,N,9
26483,Pune,28,0,7740000,MORTGAGE,7,EDUCATION,B,675000,9.88,0,N,6
26484,Chennai,27,1,6375000,RENT,4,VENTURE,A,1080000,8.49,0,N,10
26485,Mumbai,34,1,7752225,MORTGAGE,4,DEBTCONSOLIDATION,B,1125000,,0,N,8
26486,Hyderabad,30,0,7762500,MORTGAGE,14,VENTURE,D,1811250,14.61,0,N,9
26487,Kolkata,28,1,6375000,RENT,1,EDUCATION,A,1080000,9.07,0,N,8
26488,Chennai,28,0,7785000,MORTGAGE,,MEDICAL,C,750000,14.27,0,Y,8
26489,Kolkata,28,1,7799400,MORTGAGE,3,PERSONAL,B,1350000,10.99,0,N,7
26490,Delhi,33,1,7800000,MORTGAGE,3,EDUCATION,A,1200000,,0,N,9
26491,Pune,27,1,7800000,MORTGAGE,11,PERSONAL,B,750000,10.65,0,N,9
26492,Kolkata,29,0,7800000,MORTGAGE,7,DEBTCONSOLIDATION,A,2625000,7.49,0,N,8
26493,Hyderabad,27,0,7800000,OWN,10,EDUCATION,B,2625000,,0,N,10
26494,Chennai,30,0,7200000,RENT,4,PERSONAL,B,1080000,,0,N,8
26495,Delhi,27,1,7800000,OWN,4,EDUCATION,E,2625000,17.99,0,Y,6
26496,Kolkata,29,1,7800000,MORTGAGE,6,HOMEIMPROVEMENT,A,1350000,7.66,0,N,7
26497,Delhi,33,1,7800000,MORTGAGE,15,MEDICAL,B,262500,10.74,0,N,6
26498,Hyderabad,29,0,2250000,OWN,0,PERSONAL,A,750000,6.17,0,N,5
26499,Bangalore,32,1,7500000,RENT,7,EDUCATION,C,1080000,13.35,0,Y,7
26500,Kolkata,28,1,7500000,RENT,10,HOMEIMPROVEMENT,C,1080000,13.85,0,N,9
26501,Kolkata,28,1,7800000,MORTGAGE,12,PERSONAL,D,1500000,,0,N,9
26502,Hyderabad,28,0,6900000,MORTGAGE,8,PERSONAL,C,581250,14.22,1,N,6
26503,Delhi,30,1,3750000,RENT,3,DEBTCONSOLIDATION,C,1085625,,0,Y,6
26504,Bangalore,32,1,2160000,RENT,4,PERSONAL,E,1087500,16.7,1,N,10
26505,Hyderabad,32,1,7800000,MORTGAGE,12,VENTURE,E,1275000,14.82,0,Y,7
26506,Bangalore,27,0,7839375,MORTGAGE,11,HOMEIMPROVEMENT,A,450000,7.4,0,N,8
26507,Mumbai,30,0,2250000,RENT,1,PERSONAL,B,1087500,,1,N,8
26508,Chennai,30,0,7875000,MORTGAGE,8,DEBTCONSOLIDATION,A,1950000,7.51,0,N,10
26509,Chennai,34,0,2325000,RENT,5,MEDICAL,A,1087500,7.88,1,N,10
26510,Delhi,32,0,7875000,MORTGAGE,17,MEDICAL,C,375000,14.65,0,N,9
26511,Kolkata,27,0,7875000,MORTGAGE,11,EDUCATION,A,2100000,,0,N,7
26512,Pune,33,1,7875000,MORTGAGE,4,HOMEIMPROVEMENT,B,1978125,9.91,0,N,9
26513,Chennai,29,0,7875000,MORTGAGE,4,VENTURE,A,900000,6.62,0,N,7
26514,Pune,35,0,2400000,RENT,4,MEDICAL,A,1087500,6.17,1,N,9
26515,Delhi,27,1,2625000,RENT,4,DEBTCONSOLIDATION,C,1087500,13.98,1,Y,8
26516,Kolkata,30,1,7875000,MORTGAGE,6,EDUCATION,A,750000,5.99,0,N,8
26517,Kolkata,34,1,7875000,MORTGAGE,14,VENTURE,A,900000,6.99,0,N,5
26518,Pune,28,1,2250000,RENT,1,MEDICAL,B,1087500,11.14,1,N,8
26519,Mumbai,29,0,7875000,MORTGAGE,,HOMEIMPROVEMENT,A,225000,5.99,0,N,6
26520,Kolkata,30,0,3043575,RENT,14,VENTURE,C,1087500,13.23,1,N,10
26521,Chennai,35,0,7875000,MORTGAGE,11,EDUCATION,A,750000,,0,N,10
26522,Hyderabad,30,1,7875000,MORTGAGE,14,MEDICAL,B,579375,,0,N,9
26523,Pune,32,0,7875000,MORTGAGE,5,EDUCATION,A,907500,5.99,0,N,6
26524,Bangalore,27,0,7875000,MORTGAGE,7,EDUCATION,A,825000,7.49,0,N,5
26525,Delhi,28,1,7875000,MORTGAGE,12,EDUCATION,A,525000,,0,N,10
26526,Delhi,35,1,7875000,MORTGAGE,18,PERSONAL,B,225000,10.37,0,N,7
26527,Delhi,32,0,5928750,MORTGAGE,10,MEDICAL,F,1800000,18.62,1,Y,8
26528,Delhi,34,0,7875000,MORTGAGE,2,HOMEIMPROVEMENT,A,375000,5.42,0,N,7
26529,Mumbai,28,1,7875000,MORTGAGE,8,VENTURE,B,900000,9.63,0,N,10
26530,Pune,27,0,7875000,MORTGAGE,3,EDUCATION,C,1875000,12.23,0,N,5
26531,Delhi,28,0,7875000,MORTGAGE,1,DEBTCONSOLIDATION,A,1800000,,0,N,6
26532,Kolkata,29,1,7875000,MORTGAGE,3,VENTURE,A,1500000,6.91,0,N,8
26533,Mumbai,31,0,2250000,OWN,2,HOMEIMPROVEMENT,B,221250,10.75,0,N,7
26534,Delhi,27,1,7875000,MORTGAGE,9,PERSONAL,A,1800000,6.17,0,N,6
26535,Chennai,32,0,7875000,MORTGAGE,11,MEDICAL,A,1500000,6.54,0,N,9
26536,Pune,27,1,2250000,OWN,6,EDUCATION,D,135000,14.84,0,Y,5
26537,Delhi,33,0,5928750,MORTGAGE,17,MEDICAL,D,956250,15.95,1,N,10
26538,Delhi,34,0,7875000,MORTGAGE,2,MEDICAL,A,750000,7.51,0,N,7
26539,Pune,30,1,7875000,MORTGAGE,0,VENTURE,C,450000,14.72,0,Y,10
26540,Bangalore,28,0,7875000,MORTGAGE,1,MEDICAL,B,1875000,11.12,0,N,9
26541,Hyderabad,29,1,7875000,MORTGAGE,13,HOMEIMPROVEMENT,A,900000,7.88,0,N,7
26542,Mumbai,31,1,2250000,OWN,6,VENTURE,B,187500,11.36,0,N,9
26543,Bangalore,29,1,7875000,MORTGAGE,13,DEBTCONSOLIDATION,B,1275000,10.25,0,N,10
26544,Hyderabad,27,0,5700000,RENT,2,MEDICAL,C,1087500,12.73,0,N,10
26545,Hyderabad,30,0,7875000,OWN,14,HOMEIMPROVEMENT,B,1155000,11.36,0,N,10
26546,Chennai,30,0,7875000,MORTGAGE,12,EDUCATION,A,900000,7.88,0,N,6
26547,Chennai,30,1,7875000,MORTGAGE,14,HOMEIMPROVEMENT,B,975000,10.25,0,N,9
26548,Chennai,28,1,5708475,RENT,,HOMEIMPROVEMENT,C,1087500,12.61,1,N,7
26549,Mumbai,30,0,7875000,MORTGAGE,5,EDUCATION,B,1500000,11.83,0,N,5
26550,Hyderabad,33,1,6750000,RENT,8,DEBTCONSOLIDATION,C,1087500,14.65,0,N,9
26551,Delhi,33,0,7875000,MORTGAGE,12,HOMEIMPROVEMENT,A,525000,7.74,0,N,10
26552,Mumbai,30,0,2250000,OWN,4,PERSONAL,D,600000,15.7,0,Y,10
26553,Bangalore,27,0,7875000,MORTGAGE,5,EDUCATION,B,1500000,11.48,0,N,6
26554,Chennai,31,0,2250000,OWN,2,VENTURE,A,750000,7.88,0,N,5
26555,Hyderabad,29,0,7875000,MORTGAGE,13,PERSONAL,C,375000,12.53,0,N,9
26556,Delhi,28,1,7875000,MORTGAGE,0,VENTURE,B,1425000,12.21,0,N,6
26557,Hyderabad,29,0,7875000,MORTGAGE,11,HOMEIMPROVEMENT,D,1125000,14.42,0,Y,5
26558,Mumbai,33,1,7875000,MORTGAGE,6,PERSONAL,C,386250,12.41,0,Y,9
26559,Mumbai,31,0,3000000,RENT,2,DEBTCONSOLIDATION,C,1095000,,1,Y,5
26560,Pune,27,1,7920000,MORTGAGE,0,DEBTCONSOLIDATION,A,750000,7.29,0,N,6
26561,Pune,31,1,7042500,MORTGAGE,13,VENTURE,F,1800000,16.08,1,Y,6
26562,Chennai,29,1,7044300,MORTGAGE,7,DEBTCONSOLIDATION,D,630000,,1,N,10
26563,Kolkata,28,1,2160000,RENT,1,EDUCATION,C,1125000,14.65,1,Y,8
26564,Pune,29,1,7949700,MORTGAGE,0,DEBTCONSOLIDATION,B,1455000,,0,N,6
26565,Mumbai,27,0,7950000,MORTGAGE,11,HOMEIMPROVEMENT,B,300000,11.71,0,N,6
26566,Hyderabad,35,1,7950000,MORTGAGE,8,DEBTCONSOLIDATION,C,1125000,15.96,0,N,8
26567,Mumbai,33,1,7950000,MORTGAGE,2,EDUCATION,A,450000,8.49,0,N,8
26568,Kolkata,34,1,7950000,MORTGAGE,6,HOMEIMPROVEMENT,A,540000,7.29,0,N,8
26569,Hyderabad,32,0,7950000,MORTGAGE,12,HOMEIMPROVEMENT,A,900000,5.79,0,N,8
26570,Mumbai,31,1,7950000,MORTGAGE,15,HOMEIMPROVEMENT,B,180000,9.63,0,N,6
26571,Mumbai,27,1,7950000,MORTGAGE,5,HOMEIMPROVEMENT,C,1800000,13.8,0,N,10
26572,Delhi,30,0,7950000,MORTGAGE,11,VENTURE,F,750000,,0,N,9
26573,Hyderabad,28,0,2167200,RENT,6,PERSONAL,C,1125000,13.48,1,Y,8
26574,Bangalore,31,1,7950000,MORTGAGE,5,DEBTCONSOLIDATION,A,1125000,7.88,0,N,7
26575,Bangalore,31,0,2250000,RENT,1,HOMEIMPROVEMENT,B,1125000,10,1,N,6
26576,Kolkata,32,0,7950000,MORTGAGE,3,MEDICAL,A,750000,,0,N,7
26577,Bangalore,34,0,7950000,MORTGAGE,3,MEDICAL,A,675000,7.88,0,N,6
26578,Hyderabad,31,0,7950000,MORTGAGE,3,MEDICAL,B,450000,10.99,0,N,7
26579,Hyderabad,27,0,7950000,OWN,3,PERSONAL,D,1200000,14.96,0,Y,9
26580,Mumbai,28,1,2340000,RENT,5,MEDICAL,B,1125000,11.83,1,N,9
26581,Hyderabad,32,0,7972500,MORTGAGE,13,PERSONAL,A,1500000,,0,N,5
26582,Bangalore,29,1,7972500,MORTGAGE,9,PERSONAL,A,450000,,0,N,7
26583,Bangalore,28,0,7976850,MORTGAGE,5,EDUCATION,A,984375,7.66,0,N,7
26584,Pune,31,0,2250000,OWN,0,HOMEIMPROVEMENT,C,375000,12.53,0,Y,6
26585,Delhi,35,1,7977675,MORTGAGE,2,MEDICAL,A,624375,6.99,0,N,10
26586,Kolkata,29,1,7977675,MORTGAGE,14,DEBTCONSOLIDATION,A,1350000,6.17,0,N,9
26587,Delhi,35,0,7987500,MORTGAGE,4,PERSONAL,A,1091250,,0,N,10
26588,Kolkata,35,0,8010000,MORTGAGE,,DEBTCONSOLIDATION,A,600000,6.92,0,N,9
26589,Pune,27,1,2400000,RENT,0,DEBTCONSOLIDATION,B,1125000,,1,N,7
26590,Mumbai,30,0,2400000,RENT,1,DEBTCONSOLIDATION,B,1125000,12.42,1,N,5
26591,Delhi,27,1,8025000,MORTGAGE,11,VENTURE,B,2625000,9.63,0,N,7
26592,Kolkata,29,0,8025000,MORTGAGE,3,PERSONAL,B,1875000,10.99,0,N,5
26593,Mumbai,28,0,2442600,RENT,3,EDUCATION,D,1125000,,1,N,9
26594,Mumbai,30,1,8025000,MORTGAGE,2,PERSONAL,A,375000,,0,N,7
26595,Chennai,27,1,2472000,RENT,3,PERSONAL,A,1125000,6.91,1,N,5
26596,Hyderabad,27,0,8025000,MORTGAGE,2,EDUCATION,A,810000,9.63,0,N,5
26597,Chennai,30,1,8025000,MORTGAGE,0,DEBTCONSOLIDATION,C,187500,10.78,0,Y,6
26598,Delhi,27,0,8025000,MORTGAGE,4,EDUCATION,A,862500,8.38,0,N,10
26599,Chennai,32,0,8025300,MORTGAGE,6,VENTURE,B,315000,11.71,0,N,8
26600,Bangalore,30,0,8025300,MORTGAGE,3,VENTURE,C,900000,13.79,0,Y,10
26601,Hyderabad,29,0,2520000,RENT,7,VENTURE,B,150000,11.71,0,N,9
26602,Bangalore,29,0,8041500,MORTGAGE,9,HOMEIMPROVEMENT,B,750000,,0,N,10
